exam_type,year,college_code,college_name,category,branch_code,branch_full_name,closing_rank
COMEDK,2025,E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,CS,CS-Computer Science & Engineering,107167
COMEDK,2025,E116,"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru",GM,CS,CS-Computer Science & Engineering,103645
COMEDK,2025,E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",GM,CS,CS-Computer Science & Engineering,68774
COMEDK,2025,E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",KKR,CS,CS-Computer Science & Engineering,56441
COMEDK,2025,E121,"Sri Sairam College of Engineering-Anekal, Bengaluru",GM,CS,CS-Computer Science & Engineering,105651
COMEDK,2025,E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,CS,CS-Computer Science & Engineering,19599
COMEDK,2025,E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,CS,CS-Computer Science & Engineering,32955
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,CS,CS-Computer Science & Engineering,36563
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,CV,CV-Civil Engineering,110094
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,CS,CS-Computer Science & Engineering,59585
COMEDK,2025,E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-Laxmeswar, Gadag",GM,CS,CS-Computer Science & Engineering,91192
COMEDK,2025,E132,"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru",GM,CS,CS-Computer Science & Engineering,85160
COMEDK,2025,E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,CS,CS-Computer Science & Engineering,109058
COMEDK,2025,E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),101019
COMEDK,2025,E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,CS,CS-Computer Science & Engineering,106939
COMEDK,2025,E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,CS,CS-Computer Science & Engineering,105410
COMEDK,2025,E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),96196
COMEDK,2025,E147,Vidyavardhaka College of Engineering,GM,CS,CS-Computer Science & Engineering,106778
COMEDK,2025,E147,Vidyavardhaka College of Engineering,GM,CV,CV-Civil Engineering,110523
COMEDK,2025,E147,Vidyavardhaka College of Engineering,KKR,CS,CS-Computer Science & Engineering,106835
COMEDK,2025,E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,CS,CS-Computer Science & Engineering,105603
COMEDK,2025,E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,CS,CS-Computer Science & Engineering,109278
COMEDK,2025,E161,"Cambridge Institute of Technology North Campus- Kundana, Bengaluru",GM,CS,CS-Computer Science & Engineering,77553
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",GM,CIT,CIT-Computer Science & Information Technology,71315
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",GM,CV,CV-Civil Engineering,52607
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",KKR,CIT,CIT-Computer Science & Information Technology,110659
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,CO,CO-Computer Science & Engineering (IOT),80186
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,CSB,CSB-Computer Science & Engineering (Block Chain),99531
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,CS,CS-Computer Science & Engineering,103869
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,CSD,CSD-Computer Science & Technology (Devops),79698
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,CV,CV-Civil Engineering,89912
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),104802
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",KKR,CSB,CSB-Computer Science & Engineering (Block Chain),63261
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",KKR,CS,CS-Computer Science & Engineering,58887
COMEDK,2025,E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,CS,CS-Computer Science & Engineering,32484
COMEDK,2025,E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),56380
COMEDK,2025,E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,CS,CS-Computer Science & Engineering,58837
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,CO,CO-Computer Science & Engineering (IOT),107590
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,CSB,CSB-Computer Science & Engineering (Block Chain),81718
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,CS,CS-Computer Science & Engineering,105662
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,CSD,CSD-Computer Science & Technology (Devops),86039
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),69316
COMEDK,2025,E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,CN,CN-Computer Science & Technology,68213
COMEDK,2025,E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,CS,CS-Computer Science & Engineering,108898
COMEDK,2025,E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,CS,CS-Computer Science & Engineering,100067
COMEDK,2025,E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,CS,CS-Computer Science & Engineering,91832
COMEDK,2025,E194,"Jain College of Engineering and Technology-Unkal, Hubballi",KKR,CS,CS-Computer Science & Engineering,108783
COMEDK,2025,E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",GM,CV,CV-Civil Engineering,72815
COMEDK,2025,E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,CS,CS-Computer Science & Engineering,21189
COMEDK,2025,E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,CS,CS-Computer Science & Engineering,31537
COMEDK,2025,E203,"Amruta Institute of Engineering and Management Science- Bidadi,",GM,CS,CS-Computer Science & Engineering,89035
COMEDK,2025,E205,"Vijaya Vittala Institution of Technology-Kothanur, Bengaluru",GM,CS,CS-Computer Science & Engineering,89038
COMEDK,2025,E207,"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru",GM,CS,CS-Computer Science & Engineering,97348
COMEDK,2025,E207,"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru",KKR,CS,CS-Computer Science & Engineering,83726
COMEDK,2025,E211,"East West College of Engineering-Yelahanka, Bengaluru",GM,CS,CS-Computer Science & Engineering,40862
COMEDK,2025,E212,"Seshadripuram Institute of Technology - Kadakola Industrial Area, Mysuru",GM,CS,CS-Computer Science & Engineering,102501
COMEDK,2025,E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,87722
COMEDK,2025,E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,82721
COMEDK,2025,E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,79806
COMEDK,2025,E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,110946
COMEDK,2025,E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,63350
COMEDK,2025,E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,91589
COMEDK,2025,E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,63087
COMEDK,2025,E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,EC,EC-Electronics & Communication Engineering,68078
COMEDK,2025,E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,EE,EE-Electrical & Electronics Engineering,110273
COMEDK,2025,E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",KKR,EC,EC-Electronics & Communication Engineering,97034
COMEDK,2025,E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",KKR,EE,EE-Electrical & Electronics Engineering,107292
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,32446
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,50967
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EI,EI-Electronics & Instrumentation Engineering,59325
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,ET,ET-Electronics & Telecommunicati on Engineering,49542
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),24466
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,43337
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,ET,ET-Electronics & Telecommunicati on Engineering,61358
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),33647
COMEDK,2025,E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,EC,EC-Electronics & Communication Engineering,101288
COMEDK,2025,E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,EE,EE-Electrical & Electronics Engineering,91353
COMEDK,2025,E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,EC,EC-Electronics & Communication Engineering,99134
COMEDK,2025,E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,7904
COMEDK,2025,E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),6143
COMEDK,2025,E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,19669
COMEDK,2025,E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),17185
COMEDK,2025,E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,29885
COMEDK,2025,E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,45384
COMEDK,2025,E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,54977
COMEDK,2025,E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,EE,EE-Electrical & Electronics Engineering,57136
COMEDK,2025,E032,"CMR Institute of Technology-Brookefield, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,63591
COMEDK,2025,E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,91125
COMEDK,2025,E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),93618
COMEDK,2025,E039,Dayananda Sagar Academy of Technology and Management,GM,EC,EC-Electronics & Communication Engineering,108621
COMEDK,2025,E039,Dayananda Sagar Academy of Technology and Management,GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),84560
COMEDK,2025,E039,Dayananda Sagar Academy of Technology and Management,KKR,EC,EC-Electronics & Communication Engineering,93584
COMEDK,2025,E039,Dayananda Sagar Academy of Technology and Management,KKR,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),74251
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,17582
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,35492
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,ET,ET-Electronics & Telecommunicati on Engineering,30129
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),10204
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,28677
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,EE,EE-Electrical & Electronics Engineering,49381
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,ET,ET-Electronics & Telecommunicati on Engineering,44678
COMEDK,2025,E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),25934
COMEDK,2025,E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,81250
COMEDK,2025,E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,32466
COMEDK,2025,E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),78827
COMEDK,2025,E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,82392
COMEDK,2025,E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,ECV,ECV-Electronics and Communication Engineering (VLSI Design & Technology),70725
COMEDK,2025,E046,East Point College of Engineering and Technology,GM,EC,EC-Electronics & Communication Engineering,74935
COMEDK,2025,E046,East Point College of Engineering and Technology,GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),69574
COMEDK,2025,E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,111800
COMEDK,2025,E055,GSSS Institute of Engineering and Technology for Women,GM,EC,EC-Electronics & Communication Engineering,110904
COMEDK,2025,E059,"Jawaharlal Nehru New College of Engineering JNNCE- Swalanga Road, Shivamogga",GM,EC,EC-Electronics & Communication Engineering,93811
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,101277
COMEDK,2025,E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,EI,EI-Electronics & Instrumentation Engineering,68371
COMEDK,2025,E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,EC,EC-Electronics & Communication Engineering,89690
COMEDK,2025,E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,EC,EC-Electronics & Communication Engineering,93964
COMEDK,2025,E065,"KLE Technological University, Belagavi Campus. Formerly known as KLE Dr. M.S. Sheshgiri College of Engineering and",GM,EC,EC-Electronics & Communication Engineering,109669
COMEDK,2025,E068,K.S. INSTITUTE OF TECHNOLOGY,GM,EC,EC-Electronics & Communication Engineering,91733
COMEDK,2025,E068,K.S. INSTITUTE OF TECHNOLOGY,GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),78493
COMEDK,2025,E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,EC,EC-Electronics & Communication Engineering,79437
COMEDK,2025,E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,EE,EE-Electrical & Electronics Engineering,90429
COMEDK,2025,E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,EC,EC-Electronics & Communication Engineering,80116
COMEDK,2025,E074,"KLS Vishwanathrao Deshpande Institute of Technology- Dandeli Road, Haliyal",GM,EC,EC-Electronics & Communication Engineering,108632
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,4402
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,8320
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,EI,EI-Electronics & Instrumentation Engineering,9737
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,ET,ET-Electronics & Telecommunicati on Engineering,6753
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,IM,IM-Industrial Engineering & Management,46626
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,17711
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,EE,EE-Electrical & Electronics Engineering,30384
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,EI,EI-Electronics & Instrumentation Engineering,33237
COMEDK,2025,E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,ET,ET-Electronics & Telecommunicati on Engineering,23863
COMEDK,2025,E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,EC,EC-Electronics & Communication Engineering,110498
COMEDK,2025,E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),98560
COMEDK,2025,E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,EC,EC-Electronics & Communication Engineering,37198
COMEDK,2025,E084,"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,96890
COMEDK,2025,E089,"P.E.S.College of Engineering, Mandya",GM,ECV,ECV-Electronics and Communication Engineering (VLSI Design & Technology),71028
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,1399
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,2424
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,ET,ET-Electronics & Telecommunicati on Engineering,1621
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,IM,IM-Industrial Engineering & Management,17533
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,3758
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,EE,EE-Electrical & Electronics Engineering,11783
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,ET,ET-Electronics & Telecommunicati on Engineering,4923
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,IM,IM-Industrial Engineering & Management,49268
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,68259
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,82622
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,80616
COMEDK,2025,E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,89447
COMEDK,2025,E110,"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi",GM,EC,EC-Electronics & Communication Engineering,86914
COMEDK,2025,E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,106707
COMEDK,2025,E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",GM,EC,EC-Electronics & Communication Engineering,88474
COMEDK,2025,E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",GM,EE,EE-Electrical & Electronics Engineering,107627
COMEDK,2025,E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",KKR,EC,EC-Electronics & Communication Engineering,85876
COMEDK,2025,E118,"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada",GM,EC,EC-Electronics & Communication Engineering,97963
COMEDK,2025,E121,"Sri Sairam College of Engineering-Anekal, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),99579
COMEDK,2025,E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,EC,EC-Electronics & Communication Engineering,35776
COMEDK,2025,E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,EC,EC-Electronics & Communication Engineering,47005
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,74734
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,96996
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,ET,ET-Electronics & Telecommunicati on Engineering,54587
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),43786
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,81180
COMEDK,2025,E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),89775
COMEDK,2025,E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),85908
COMEDK,2025,E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",GM,EC,EC-Electronics & Communication Engineering,30072
COMEDK,2025,E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",GM,EE,EE-Electrical & Electronics Engineering,31668
COMEDK,2025,E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",KKR,EC,EC-Electronics & Communication Engineering,39277
COMEDK,2025,E147,Vidyavardhaka College of Engineering,GM,EC,EC-Electronics & Communication Engineering,109543
COMEDK,2025,E147,Vidyavardhaka College of Engineering,GM,EE,EE-Electrical & Electronics Engineering,86250
COMEDK,2025,E147,Vidyavardhaka College of Engineering,KKR,EC,EC-Electronics & Communication Engineering,88965
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,100240
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",GM,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),85739
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,76983
COMEDK,2025,E164,"REVA University-Yelahanka, Bengaluru",KKR,IC,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),100736
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,88288
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,61682
COMEDK,2025,E165,"Alliance University-Anekal, Bengaluru",GM,IDA,IDA -Information Technology (Data Analytics),55444
COMEDK,2025,E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,ECE,ECE-Electrical & Computer Engineering,99933
COMEDK,2025,E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,99036
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,101410
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",GM,EE,EE-Electrical & Electronics Engineering,97479
COMEDK,2025,E173,"Presidency University-Yelahanka, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,97035
COMEDK,2025,E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,55825
COMEDK,2025,E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,EC,EC-Electronics & Communication Engineering,100382
COMEDK,2025,E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,EC,EC-Electronics & Communication Engineering,22166
COMEDK,2025,E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,EC,EC-Electronics & Communication Engineering,45563
COMEDK,2025,E212,"Seshadripuram Institute of Technology - Kadakola Industrial Area, Mysuru",GM,EC,EC-Electronics & Communication Engineering,105585
COMEDK,2025,E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,IS,IS-Information Science & Engineering,75128
COMEDK,2025,E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,ME,ME-Mechanical Engineering,55904
COMEDK,2025,E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,RI,RI-Robotics & Artificial Intelligence,68534
COMEDK,2025,E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,IS,IS-Information Science & Engineering,85319
COMEDK,2025,E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,ME,ME-Mechanical Engineering,83862
COMEDK,2025,E004,Adichunchanagiri Institute of Technology,GM,IS,IS-Information Science & Engineering,104380
COMEDK,2025,E005,"Akash Institute of Engineering and Technology- Devanahalli, Bengaluru Rural",GM,IS,IS-Information Science & Engineering,30473
COMEDK,2025,E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,IS,IS-Information Science & Engineering,94561
COMEDK,2025,E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,IS,IS-Information Science & Engineering,45911
COMEDK,2025,E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,ME,ME-Mechanical Engineering,61633
COMEDK,2025,E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,IS,IS-Information Science & Engineering,59005
COMEDK,2025,E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,ME,ME-Mechanical Engineering,103984
COMEDK,2025,E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,VLS,VLS-VLSI,73602
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,IS,IS-Information Science & Engineering,24965
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,ME,ME-Mechanical Engineering,89065
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,RI,RI-Robotics & Artificial Intelligence,30233
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,VL,VL-Electronics Engineering (VLSI Design & Technology),41382
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,IS,IS-Information Science & Engineering,35811
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,RI,RI-Robotics & Artificial Intelligence,58765
COMEDK,2025,E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,VL,VL-Electronics Engineering (VLSI Design & Technology),70401
