exam_type,year,college_code,college_name,category,branch_code,branch_full_name,closing_rank
COMEDK,2025,E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,CS,CS-Computer Science & Engineering,98578
COMEDK,2025,E084,"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru",GM,CS,CS-Computer Science & Engineering,110315
COMEDK,2025,E085,"The National Institute of Engineering North Campus- Koorgalli, Mysuru",GM,CS,CS-Computer Science & Engineering,24347
COMEDK,2025,E085,"The National Institute of Engineering North Campus- Koorgalli, Mysuru",KKR,CS,CS-Computer Science & Engineering,36455
COMEDK,2025,E088,"Navodaya Institute of Technology-Bijangera, Raichur",GM,CS,CS-Computer Science & Engineering,76817
COMEDK,2025,E089,"P.E.S.College of Engineering, Mandya",GM,CS,CS-Computer Science & Engineering,76458
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,CS,CS-Computer Science & Engineering,692
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,CV,CV-Civil Engineering,20599
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),1091
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,CS,CS-Computer Science & Engineering,1133
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,CV,CV-Civil Engineering,77467
COMEDK,2025,E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,CY,CY-Computer Science & Engineering (Cyber Security),3368
COMEDK,2025,E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,CS,CS-Computer Science & Engineering,86038
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,CS,CS-Computer Science & Engineering,42678
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,CY,CY-Computer Science & Engineering (Cyber Security),50778
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,CS,CS-Computer Science & Engineering,52821
COMEDK,2025,E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,CY,CY-Computer Science & Engineering (Cyber Security),69057
COMEDK,2025,E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,CS,CS-Computer Science & Engineering,96234
COMEDK,2025,E107,"SJB Institute of Technology-Kengeri, Bengaluru",KKR,CS,CS-Computer Science & Engineering,85620
COMEDK,2025,E108,"SJC Institute of Technology-BB Road, Chikkaballapur",GM,CS,CS-Computer Science & Engineering,109667
COMEDK,2025,E110,"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi",GM,CS,CS-Computer Science & Engineering,100695
COMEDK,2025,E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,CS,CS-Computer Science & Engineering,104962
